Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),File format type (product.metafields.shopify.file-format-type),Fit (product.metafields.shopify.fit),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Operating system (product.metafields.shopify.operating-system),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Wallpaper theme (product.metafields.shopify.wallpaper-theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
varsity-jersey-2-0,,,,,,,,,Grey,,,XXL,,,,,,300.0,shopify,0,deny,manual,350.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-grey-copy,Life and Death Tee Burgundy,"<p>320GSM heavy cotton </p>
<p>Oversized and Cropped</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Intercessory Department, Men, Shirts, T Shirts, Women",true,Size,Burgundy,,Sizes,S,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-86.jpg?v=1767260704,1,"",false,,,,,,burgundy,cotton,,,,,,,,,unisex,,,,,,,,,,kg,,,active
life-and-death-tee-grey-copy,,,,,,,,,Burgundy,,,M,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-82.jpg?v=1767260704,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-grey-copy,,,,,,,,,Burgundy,,,L,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-grey-copy,,,,,,,,,Burgundy,,,XL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-grey-copy,,,,,,,,,Burgundy,,,XXL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-acid-washed-tee,Life and Death Tee Grey,"<p>350GSM heavy cotton</p>
<p>Oversized and Cropped</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Intercessory Department, Men, Shirts, T Shirts, Women",false,Color,Grey,,Sizes,S,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/life_death_grey.jpg?v=1758576188,1,"",false,,,,,,gray,cotton,,,,,,,,,unisex,,,,,,,,,,kg,,,draft
life-and-death-acid-washed-tee,,,,,,,,,Grey,,,M,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/life_death_grey_back.jpg?v=1758576188,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-acid-washed-tee,,,,,,,,,Grey,,,L,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-acid-washed-tee,,,,,,,,,Grey,,,XL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-acid-washed-tee,,,,,,,,,Grey,,,XXL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
acid-washed-shorts-red,Acid Washed Shorts Red,<p>350GSM cotton<br><br>Features grey acid wash with embroidered logo on left pocket.</p>,1NRI,Apparel & Accessories > Clothing > Shorts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",true,Size,m-1,product.metafields.shopify.size,Color,burgundy,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-28_51881a7d-47f7-4c00-a08c-593dd5021174.jpg?v=1769614812,1,"",false,,,,,teens; adults,burgundy,cotton; bamboo,,wide,,,,,m-1; l-2; xl; xxl,,female; male; other; unisex,,,mid,,,,,,,kg,,140.00,active
acid-washed-shorts-red,,,,,,,,,l-2,,,burgundy,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-33.jpg?v=1767261128,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
acid-washed-shorts-red,,,,,,,,,xl,,,burgundy,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
acid-washed-shorts-red,,,,,,,,,xxl,,,burgundy,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
acid-wash-sweatshorts,Acid Wash Shorts Grey,<p>350GSM cotton<br><br>Features grey acid wash with embroidered logo on left pocket.</p>,1NRI,Apparel & Accessories > Clothing > Shorts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",true,Size,m-1,product.metafields.shopify.size,Color,gray,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/acid_Washed_shorts_11ac3399-17d7-4809-8bf1-b7666e24df47.jpg?v=1758575945,1,"",false,,,,,teens; adults,gray,cotton; bamboo,,wide,,,,,m-1; l-2; xl; xxl,,female; male; other; unisex,,,mid,,,,,,,kg,,140.00,active
acid-wash-sweatshorts,,,,,,,,,l-2,,,gray,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
acid-wash-sweatshorts,,,,,,,,,xl,,,gray,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
acid-wash-sweatshorts,,,,,,,,,xxl,,,gray,,,,,,300.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
follow-god-tee,Follow God Tee,"<p>The real ones know.</p>
<p>250GSM<br>Boxy , Oversized Fit.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,black-2,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/follow_God_back.jpg?v=1757325880,1,"",false,,,,,teens; adults,black-2,cotton; bamboo,,,,round,,,m-1; l-1; xl; xxl,short,female; male; other; unisex,,,,,,,,,,kg,,140.00,draft
follow-god-tee,,,,,,,,,l-1,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/follow_God_front.jpg?v=1757325879,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
follow-god-tee,,,,,,,,,xl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
follow-god-tee,,,,,,,,,xxl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
tishbe-motors,Tishbe Motors Tee,"<p>250GSM</p>
<p>Oversized, boxy cropped fit.<br>Stay true to size </p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,gray,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/e-com_tishbe_8d6630ac-5a95-45b6-b4a1-79727683a6a7.jpg?v=1758576885,1,"",false,,,,,teens; adults,gray,cotton; bamboo,,,,round,,,m-1; xxl; l-2; xl-1,short,female; male; other; unisex,,,,,,,,,,kg,,140.00,draft
tishbe-motors,,,,,,,,,xxl,,,gray,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
tishbe-motors,,,,,,,,,l-2,,,gray,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
tishbe-motors,,,,,,,,,xl-1,,,gray,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
wallpaper-olive-grove-psalm-52-copy,The One He Sought - Matthew 18:12 | September Wallpaper,"<p>Get the New September wallpapers in HD available in Pink and Blue. Hit '<strong>Buy Now',</strong> <span style=""text-decoration: underline;""><strong>you won't be charged</strong></span>. Fill out your details and <strong>you'll receive an email </strong>with the <strong>download link</strong>. Enjoy!</p>",1NRI,Software > Digital Goods & Currency > Desktop Wallpapers,accesories,"",false,Device,Mobile,,,,,,,,,0.0,shopify,999977,deny,manual,0.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/NEW_WALL_ANNOUNCEMENT_1.png?v=1756749643,1,"",false,,,,,,,,png,,,,cross-platform,,,,,,,,other; nature,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/NEW_WALL_ANNOUNCEMENT_2.png?v=1756749643,kg,,,draft
wallpaper-olive-grove-psalm-52-copy,,,,,,,,,iPad,,,,,,,,,0.0,shopify,999977,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/NEW_WALL_ANNOUNCEMENT_2.png?v=1756749643,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Free_Tablet_Mockup_5.jpg?v=1756749674,kg,,,
wallpaper-olive-grove-psalm-52-copy,,,,,,,,,Desktop,,,,,,,,,0.0,shopify,999966,deny,manual,0.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/NEW_WALL_ANNOUNCEMENT_3.png?v=1756749643,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Free_Tablet_Mockup_5-2.jpg?v=1756749770,kg,,,
wallpaper-olive-grove-psalm-52-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Free_Tablet_Mockup_5.jpg?v=1756749674,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wallpaper-olive-grove-psalm-52-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Free_Tablet_Mockup_5-2.jpg?v=1756749770,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sms-baby-tee,SMS Baby Tee,<p>For the girlies who love Jesus &amp; a little controversy😃 </p>,1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Crop Tops,clothing,"Inri Mainline, Women",false,Color,White,,Size,m-2,product.metafields.shopify.size,,,,,300.0,shopify,0,deny,manual,150.00,220.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/19ED9D17-4944-4358-8E3B-833DAFAE6B25.jpg?v=1755940442,1,"",false,,,,,,white,cotton,,,,,,,m-2; s-1; l-2; xl; xxl,,female,,,,,,,,,,kg,,,draft
sms-baby-tee,,,,,,,,,White,,,s-1,,,,,,300.0,shopify,0,deny,manual,150.00,220.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/6F1CB9AF-CC30-4C73-8AE2-515FF7EE938F.jpg?v=1755940442,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sms-baby-tee,,,,,,,,,White,,,l-2,,,,,,300.0,shopify,0,deny,manual,150.00,220.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sms-baby-tee,,,,,,,,,White,,,xl,,,,,,300.0,shopify,0,deny,manual,150.00,220.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sms-baby-tee,,,,,,,,,White,,,xxl,,,,,,300.0,shopify,0,deny,manual,150.00,220.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
distressed-caps,Distressed Caps,<p>You’d be addicted to this I swear</p>,1NRI,Apparel & Accessories > Clothing,accesories,"Accessories, Inri Mainline, Men, Women",true,Color,Black,,,,,,,,,300.0,shopify,0,deny,manual,150.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-141.jpg?v=1767261693,1,"",false,,,,,,black-2; pink; brown,cotton,,,,,,,,,female; male; unisex,,,,,,,,,,kg,,,active
distressed-caps,,,,,,,,,Coffee Brown,,,,,,,,,0.0,shopify,0,deny,manual,150.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-17.jpg?v=1767261693,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
distressed-caps,,,,,,,,,Tangerine,,,,,,,,,300.0,shopify,0,deny,manual,150.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-142.jpg?v=1767261693,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kairos-limited-windbreaker-1-5,Kairos Limited Windbreaker 1/5,"<p>5 units only</p>
<p>Never Restocking, never coming back</p>
<p>Truly, we don’t have time to be normal</p>",1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Crop Tops,clothing,"Inri Mainline, Men, Tracksuits, Women",true,Color,Dark green,,Size,m-2,product.metafields.shopify.size,,,,,300.0,shopify,0,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/3306B49C-4552-4ABE-81DC-1B0F4E877401.jpg?v=1755937774,1,"",false,,,,,,olive-green,cotton,,,,,,,m-2; s-1; l-2; xl; xxl,,female,,,,,,,,,,kg,,,active
kairos-limited-windbreaker-1-5,,,,,,,,,Dark green,,,s-1,,,,,,300.0,shopify,0,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kairos-limited-windbreaker-1-5,,,,,,,,,Dark green,,,l-2,,,,,,300.0,shopify,1,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kairos-limited-windbreaker-1-5,,,,,,,,,Dark green,,,xl,,,,,,300.0,shopify,0,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kairos-limited-windbreaker-1-5,,,,,,,,,Dark green,,,xxl,,,,,,300.0,shopify,0,deny,manual,600.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
j-adore-baby-tee-black,J’adore Baby Tee Black,"<p>For the girlies who love Jesus &amp; a good baby tee 🤍<br>J’adore Yeshua — because faith will always be in fashion 💌<br><br></p>
<p>Model wearing a large</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Women",false,Color,Black,,Size,m-2,product.metafields.shopify.size,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/j_adore.jpg?v=1769614680,1,"",false,,,,,adults,black-1,cotton,,,,round,,,m-2; s-1; l-2; xl; xxl,short,female,,medium,,,,,,,,kg,,,draft
j-adore-baby-tee-black,,,,,,,,,Black,,,s-1,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
j-adore-baby-tee-black,,,,,,,,,Black,,,l-2,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
j-adore-baby-tee-black,,,,,,,,,Black,,,xl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
j-adore-baby-tee-black,,,,,,,,,Black,,,xxl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jadore-baby-tee,J'Adore Baby Tee,<p>For the girlies who love Jesus &amp; a good baby tee 🤍<br>J’adore Yeshua — because faith will always be in fashion 💌</p>,1NRI,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Crop Tops,clothing,"Inri Mainline, Women",false,Color,White,,Size,m-2,product.metafields.shopify.size,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/53EF1ADE-B45F-44AF-B52C-18F66271C04F.jpg?v=1755760336,1,"",false,,,,,,white,cotton,,,,,,,m-2; s-1; l-2; xl; xxl,,female,,,,,,,,,,kg,,,draft
jadore-baby-tee,,,,,,,,,White,,,s-1,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jadore-baby-tee,,,,,,,,,White,,,l-2,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jadore-baby-tee,,,,,,,,,White,,,xl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jadore-baby-tee,,,,,,,,,White,,,xxl,,,,,,300.0,shopify,0,deny,manual,200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brown-suited-pants,Brown Suited Pants,<p>Baggy Fit<br>Lightweight and Breathable<br><br></p>,1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Women",false,Color,Biege,,Sizes,S,,,,,,300.0,shopify,6,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/73871EB7-424B-4044-B97E-CFFDB5088BD5.jpg?v=1755937494,1,"",false,,,,,,beige,cotton,,,,,,,,,male; female; unisex,,,,,,,,,,kg,,,draft
brown-suited-pants,,,,,,,,,Biege,,,M,,,,,,300.0,shopify,7,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/EA99685B-416C-46E8-9400-C2CAB6DE7F6F.jpg?v=1755937496,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brown-suited-pants,,,,,,,,,Biege,,,L,,,,,,300.0,shopify,6,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brown-suited-pants,,,,,,,,,Biege,,,XL,,,,,,300.0,shopify,6,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brown-suited-pants,,,,,,,,,Biege,,,XXL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wallpaper-olive-grove-psalm-52,Wallpaper - Olive Grove | Psalm 52,"<p>Get the Olive Grove wallpapers in HD available in Pink and Blue. Hit '<strong>Buy Now',</strong> <span style=""text-decoration: underline;""><strong>you won't be charged</strong></span>. Fill out your details and <strong>you'll receive an email </strong>with the <strong>download link</strong>. Enjoy!</p>",1NRI,Software > Digital Goods & Currency > Desktop Wallpapers,accesories,"",false,Wallpaper color,blue,product.metafields.shopify.wallpaper-theme,Device,Desktop/iPad,,,,,,0.0,shopify,999947,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Macbook_Air_Mockup_1.png?v=1751631823,1,"",false,,,,,,,,,,,,cross-platform,,,,,,,,blue; pink,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Macbook_Air_Mockup_1.png?v=1751631823,kg,,,draft
wallpaper-olive-grove-psalm-52,,,,,,,,,blue,,,Mobile,,,,,,0.0,shopify,999973,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/2Free_Hand_Holding_iPhone_16_Pro_Mockup.png?v=1751631823,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/2Free_Hand_Holding_iPhone_16_Pro_Mockup.png?v=1751631823,kg,,,
wallpaper-olive-grove-psalm-52,,,,,,,,,pink,,,Desktop/iPad,,,,,,0.0,shopify,999986,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Macbook_Air_Mockup_2.png?v=1751631823,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Macbook_Air_Mockup_2.png?v=1751631823,kg,,,
wallpaper-olive-grove-psalm-52,,,,,,,,,pink,,,Mobile,,,,,,0.0,shopify,999984,deny,manual,0.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/22Free_Hand_Holding_iPhone_16_Pro_Mockup.png?v=1751632049,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/22Free_Hand_Holding_iPhone_16_Pro_Mockup.png?v=1751632049,kg,,,
black-pleated-pants,Suited Pants Black,<p>Baggy Fit<br>Lightweight and Breathable<br><br></p>,1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Men, Women",false,Color,Black,,Sizes,S,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/CDF07903-1488-40EE-89D4-D11C409CCAE5.jpg?v=1755937441,1,"",false,,,,,,black-2,cotton,,,,,,,,,male; female; unisex,,,,,,,,,,kg,,,draft
black-pleated-pants,,,,,,,,,Black,,,M,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1D90A27B-CA35-4DD9-A445-27182A562306.jpg?v=1755937441,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-pleated-pants,,,,,,,,,Black,,,L,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-pleated-pants,,,,,,,,,Black,,,XL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-pleated-pants,,,,,,,,,Black,,,XXL,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
time-chance-windbreaker,Time & Chance Windbreaker,"<p>Puff printed graphics</p>
<p>Doesn't get better than this.</p>
<p>Cropped boxy fit</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Women",false,Color,Grey,,Sizes,S,,,,,,300.0,shopify,0,deny,manual,210.00,350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-31-20250614.jpg?v=1750752239,1,"",false,,,,,,charcoal-grey,cotton,,,,,,,,,female,,,,,,,,,,kg,,,draft
time-chance-windbreaker,,,,,,,,,Grey,,,M,,,,,,300.0,shopify,0,deny,manual,210.00,350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-21-20250614.jpg?v=1750752239,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
time-chance-windbreaker,,,,,,,,,Grey,,,L,,,,,,300.0,shopify,0,deny,manual,210.00,350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-52-20250614.jpg?v=1750752239,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
time-chance-windbreaker,,,,,,,,,Grey,,,XL,,,,,,300.0,shopify,0,deny,manual,210.00,350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-32-20250614.jpg?v=1750752239,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
time-chance-windbreaker,,,,,,,,,Grey,,,XXL,,,,,,300.0,shopify,0,deny,manual,210.00,350.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
manger-hotel,Manger Hotel,"<p>300GSM</p>
<p>Oversized, Size down for regular fit.<br>Model is wearing a Medium.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,white,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-19-20250614.jpg?v=1750691184,1,"",false,,,,,teens,white,,,,,,,,m-1; l-2; xl; xxl,,female; male; other,,,,,,,,,,kg,,140.00,draft
manger-hotel,,,,,,,,,l-2,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-93-20250614.jpg?v=1750691184,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
manger-hotel,,,,,,,,,xl,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
manger-hotel,,,,,,,,,xxl,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
